Organisation Name,Town/City,County,Type & Rating,Route
Tapcoenpro Uk Ltd,Barnsley,South Yorkshire,Worker (A rating),Skilled Worker
Taunton St Andrews Cricket Club,Taunton,Somerset,Worker (A rating),International Sportsperson
Tax Effective Ltd,London,Unknown,Worker (A rating),Skilled Worker
Test Education Centre Ltd,KENT,Unknown,Worker (A rating),Skilled Worker
Textile Enterprises Ltd,Leicester,Unknown,Worker (A rating),Skilled Worker
The Athenaeum,Liverpool,Merseyside,Worker (A rating),Skilled Worker
The Bagel Bakery Ltd,London,Unknown,Worker (A rating),Skilled Worker
The Battersea Clinic Limited,LONDON,Unknown,Worker (A rating),Skilled Worker
The Birches Medical Centre,Kesgrave,Unknown,Worker (A rating),Skilled Worker
The Cakebox Northampton Limited,NORTHAMPTON,Unknown,Worker (A rating),Skilled Worker
The Care And Support Group,Stanley,Durham,Worker (A rating),Skilled Worker
The Digital Lighthouse,NEWCASTLE UPON TYNE,Unknown,Worker (A rating),Skilled Worker
The Firm Of City Dental Care,Edinburgh,Unknown,Worker (A rating),Skilled Worker
The Galley Fish & Chip Shop Ltd,NEWRY,NORTHERN IRELAND,Worker (A rating),Skilled Worker
The Ghandi In Sandy,SANDY,BEDFORDSHIRE,Worker (A rating),Skilled Worker
The Grocery Express Ltd T/As Spar,London,Unknown,Worker (A rating),Skilled Worker
The Kite Factory,London,Unknown,Worker (A rating),Skilled Worker
The Kt Boba Drink Limited,Belfast,Unknown,Worker (A rating),Skilled Worker
The Maryhill Group Practice,Elgin,Moray,Worker (A rating),Skilled Worker
The Moveable Feast Ltd T/A Kastner & Ovens,LONDON,Unknown,Worker (A rating),Skilled Worker
The Oaks Specialist College,Tonbridge,Kent,Worker (A rating),Skilled Worker
The Raj Restaurant Ltd,Barton-Upon-Humber,Unknown,Worker (A rating),Skilled Worker
The Riverside Public House Limited,Buckingham,Unknown,Worker (A rating),Skilled Worker
The Sofa Shop Inc Ltd,Dewsbury,West Yorkshire,Worker (A rating),Skilled Worker
The Somerset Toiletry Company Limited,Bristol,Unknown,Worker (A rating),Skilled Worker
Theobolds Coaches & Holidays Limited,luton,Bedfordshire,Worker (A rating),Skilled Worker
Thinnaiuk Limited T/A Krunk,Croydon,Unknown,Worker (A rating),Skilled Worker
Thor Gold Venture Ltd,London,Unknown,Worker (A rating),Skilled Worker
Threesixty Brands Ltd,London,Unknown,Worker (A rating),Skilled Worker
Tierney Homes Ltd T/A Slieveleague,Tempo,Unknown,Worker (A rating),Skilled Worker
Tiyan Ltd,Dorset,Unknown,Worker (A rating),Skilled Worker
Tmt Finance,London,LONDON,Worker (A rating),Skilled Worker
To Be Properties Ltd,Bicester,Unknown,Worker (A rating),Skilled Worker
Tobea Support Ltd,Chatham,Unknown,Worker (A rating),Skilled Worker
Tooting South Medical Centre,London,Unknown,Worker (A rating),Skilled Worker
Total Tech Repair Ltd,Bexleyheath,Kent,Worker (A rating),Skilled Worker
Touch Of Love Outreach,Aberdeen,Unknown,Worker (A rating),Skilled Worker
Touch Of Love Outreach,Aberdeen,Unknown,Temporary Worker (A rating),Charity Worker
Tower Bridge Legal Ltd T/A Tower Bridge Legal,Birmingham,Unknown,Worker (A rating),Skilled Worker
Trade Kitchens By Dtn Ltd,Oldham,Unknown,Worker (A rating),Skilled Worker
Trade Mastermind Limited,Peterborough,Unknown,Worker (A rating),Skilled Worker
Tree Of Life Ministries,MITCHAM,Unknown,Worker (A rating),Tier 2 Ministers of Religion
Trigger Group Ltd,London,Unknown,Worker (A rating),Skilled Worker
Trilantic Europe Ltd,London,Unknown,Worker (A rating),Skilled Worker
Tritech Precision Products Limited,Wrexham,Unknown,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
Tritech Precision Products Limited,Wrexham,Unknown,Worker (A rating),Skilled Worker
Trusted Technology Limited,Nottingham,Unknown,Worker (A rating),Skilled Worker
Tsp Partners Ltd,New Ollerton,Newark,Worker (A rating),Skilled Worker
Turanya Pvt Ltd,Doncaster,Unknown,Worker (A rating),Skilled Worker
Uhs Estates Limited,Southampton,Unknown,Worker (A rating),Skilled Worker
Ujima Ltd,Waterlooville,Hampshire,Worker (A rating),Skilled Worker
Uk100 Cities Network Limited,London,Unknown,Worker (A rating),Skilled Worker
Unite Healthcare Ltd,St Helens,Merseyside,Worker (A rating),Skilled Worker
Universal Services London Limited,london,Unknown,Worker (A rating),Skilled Worker
University Health Service Southampton,Southampton,Hampshire,Worker (A rating),Skilled Worker
Unknown Collections 20 Ltd,England,Unknown,Worker (A rating),Skilled Worker
Unss Limited,Nelson,Unknown,Worker (A rating),Skilled Worker
Ustm Limited,Leicester,Leicestershire,Worker (A rating),Skilled Worker
Valor Hospitality Europe Limited,Ardrossan,Unknown,Worker (A rating),Skilled Worker
Value Chain Management Ltd,Luton,Bedfordshire,Worker (A rating),Skilled Worker
Vantage Global Prime Llp,London,Unknown,Worker (A rating),Skilled Worker
Vd Shops Ltd Tas Barneys,Inverness,Unknown,Worker (A rating),Skilled Worker
Velux Company Ltd,Fife,Unknown,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
Velux Company Ltd,Fife,Unknown,Worker (A rating),Skilled Worker
Vinny Building Contract Ltd,London,Unknown,Worker (A rating),Skilled Worker
Violetta Star Link Ltd,London,Unknown,Worker (A rating),Skilled Worker
Virture Choices Limited,London,Unknown,Worker (A rating),Skilled Worker
Vitality Home Health (Sevenoaks) Ltd,Sevenoaks,Unknown,Worker (A rating),Skilled Worker
Vujon Limited T/A Vujon (Croydon),CROYDON,Unknown,Worker (A rating),Skilled Worker
Walk-In The Gate Limited,London,Unknown,Worker (A rating),Skilled Worker
Waterfront Broadway Ltd T/A Wildfire,Edinburgh,Unknown,Worker (A rating),Skilled Worker
Watling Street Practice,Stony stratford,Unknown,Worker (A rating),Skilled Worker
Wbcsd Uk,London,Unknown,Worker (A rating),Skilled Worker
Wedgwood Cricket Club,Stoke on Trent,County,Worker (A rating),International Sportsperson
Welfare Health And Safety Academy Limited, Luton,Unknown,Worker (A rating),Skilled Worker
Wellcare Pharma Ltd,London,Unknown,Worker (A rating),Skilled Worker
Wellfednaz Limited,LONDON,Unknown,Worker (A rating),Skilled Worker
Wells Haven Ltd,Folkestone,Kent,Worker (A rating),Skilled Worker
Wen Sushi Clapham Ltd,LONDON,Unknown,Worker (A rating),Skilled Worker
Western Cars Private Hire Ltd,West Sussex,Unknown,Worker (A rating),Skilled Worker
Willesdens Ltd,Sheffield,Unknown,Worker (A rating),Skilled Worker
Wilson Care Resources Ltd,Birmingham,West Midlands,Worker (A rating),Skilled Worker
Woodalls Office Limited,LONDON,Unknown,Worker (A rating),Skilled Worker
Woodborough Retail Stores Ltd,Hamilton,Unknown,Worker (A rating),Skilled Worker
Woodhouse Convenience Ltd T/A Woodhouse Convenience Store & Premier,Leeds,Unknown,Worker (A rating),Skilled Worker
Word Of Mouth Dental Care,Ilford,Essex,Worker (A rating),Skilled Worker
Wsm Partners Llp,Wimbledon,Unknown,Worker (A rating),Skilled Worker
Wwss Ltd,Newcastle under Lyme,Unknown,Worker (A rating),Skilled Worker
Wyse Food Ltd,Liverpool,Unknown,Worker (A rating),Skilled Worker
Xaviers Accountants Ltd,Preston,Lancashire,Worker (A rating),Skilled Worker
Xxcell Limited,London,Unknown,Worker (A rating),Skilled Worker
Y12 Construction Ltd.,Gravesend,Unknown,Worker (A rating),Skilled Worker
Yashhprem Ltd T/A Bombay Nnakka,Staines,Unknown,Worker (A rating),Skilled Worker
Yfg Trading Ltd,middlesbrough,Unknown,Worker (A rating),Skilled Worker
Yghp Limited,Cannock,Unknown,Worker (A rating),Skilled Worker
York Telecom Limited,Basingstoke,Hampshire,Worker (A rating),Skilled Worker
Yuane Volition Ltd,Stoke-On-Trent,Unknown,Worker (A rating),Skilled Worker
Y-Yito (Uk) Ltd,Kingston,Unknown,Worker (A rating),Skilled Worker
Zaydan Trading Ltd,London,Unknown,Worker (A rating),Skilled Worker
Zee Consulting Limited,Sheffield,Unknown,Worker (A rating),Skilled Worker
Zinnov Uk Private Limited,LONDON,Unknown,Worker (A rating),Global Business Mobility: Senior or Specialist Worker
Zinnov Uk Private Limited,LONDON,Unknown,Worker (A rating),Skilled Worker
Zp Group Ltd,Preston,Unknown,Worker (A rating),Skilled Worker
